k79_709 flag=1 multi=12.0000 len=1328	ERR011347_MEGAHIT_TaxVamb.1000
k79_28926 flag=1 multi=4.0000 len=1615	ERR011347_MEGAHIT_TaxVamb.7
k79_83756 flag=1 multi=5.0000 len=1932	ERR011347_MEGAHIT_TaxVamb.7
k79_18708 flag=1 multi=4.0000 len=1092	ERR011347_MEGAHIT_TaxVamb.7
k79_28479 flag=1 multi=3.0000 len=1313	ERR011347_MEGAHIT_TaxVamb.7
k79_48159 flag=1 multi=8.0000 len=4692	ERR011347_MEGAHIT_TaxVamb.7
k79_90354 flag=1 multi=5.0000 len=3078	ERR011347_MEGAHIT_TaxVamb.7
k79_93115 flag=1 multi=5.0000 len=3335	ERR011347_MEGAHIT_TaxVamb.7
k79_54128 flag=1 multi=6.0000 len=1166	ERR011347_MEGAHIT_TaxVamb.7
k79_36863 flag=1 multi=6.0000 len=2620	ERR011347_MEGAHIT_TaxVamb.7
k79_22332 flag=1 multi=4.0000 len=1799	ERR011347_MEGAHIT_TaxVamb.7
k79_77459 flag=1 multi=7.0000 len=1064	ERR011347_MEGAHIT_TaxVamb.7
k79_49067 flag=1 multi=4.0000 len=1345	ERR011347_MEGAHIT_TaxVamb.7
k79_82786 flag=1 multi=5.0000 len=1256	ERR011347_MEGAHIT_TaxVamb.7
k79_18647 flag=1 multi=6.0000 len=1246	ERR011347_MEGAHIT_TaxVamb.7
k79_20501 flag=1 multi=5.0000 len=1639	ERR011347_MEGAHIT_TaxVamb.7
k79_57172 flag=1 multi=5.0000 len=2288	ERR011347_MEGAHIT_TaxVamb.7
k79_59935 flag=1 multi=6.0000 len=4024	ERR011347_MEGAHIT_TaxVamb.7
k79_39043 flag=1 multi=5.0000 len=1316	ERR011347_MEGAHIT_TaxVamb.7
k79_16471 flag=1 multi=5.0000 len=2154	ERR011347_MEGAHIT_TaxVamb.7
k79_83244 flag=1 multi=5.0000 len=1346	ERR011347_MEGAHIT_TaxVamb.7
k79_24550 flag=1 multi=5.0000 len=1261	ERR011347_MEGAHIT_TaxVamb.7
k79_57485 flag=1 multi=5.0000 len=2216	ERR011347_MEGAHIT_TaxVamb.7
k79_62640 flag=1 multi=10.0000 len=1008	ERR011347_MEGAHIT_TaxVamb.7
k79_80997 flag=1 multi=6.0000 len=1051	ERR011347_MEGAHIT_TaxVamb.7
k79_86719 flag=1 multi=5.0000 len=2746	ERR011347_MEGAHIT_TaxVamb.7
k79_3683 flag=1 multi=6.0000 len=4820	ERR011347_MEGAHIT_TaxVamb.7
k79_69418 flag=1 multi=5.0000 len=2837	ERR011347_MEGAHIT_TaxVamb.7
k79_47330 flag=1 multi=5.0000 len=1396	ERR011347_MEGAHIT_TaxVamb.7
k79_53411 flag=1 multi=4.0000 len=1520	ERR011347_MEGAHIT_TaxVamb.7
k79_2946 flag=1 multi=6.0000 len=2003	ERR011347_MEGAHIT_TaxVamb.7
k79_87951 flag=1 multi=7.0000 len=2560	ERR011347_MEGAHIT_TaxVamb.7
k79_16518 flag=1 multi=4.0000 len=1213	ERR011347_MEGAHIT_TaxVamb.7
k79_5446 flag=1 multi=3.0000 len=1341	ERR011347_MEGAHIT_TaxVamb.7
k79_18384 flag=1 multi=4.0000 len=1220	ERR011347_MEGAHIT_TaxVamb.7
k79_31422 flag=1 multi=5.0000 len=1005	ERR011347_MEGAHIT_TaxVamb.7
k79_19197 flag=1 multi=5.0000 len=3444	ERR011347_MEGAHIT_TaxVamb.7
k79_30116 flag=1 multi=4.0000 len=1082	ERR011347_MEGAHIT_TaxVamb.7
k79_44506 flag=1 multi=4.0000 len=2500	ERR011347_MEGAHIT_TaxVamb.7
k79_16878 flag=1 multi=5.0000 len=1364	ERR011347_MEGAHIT_TaxVamb.7
k79_94052 flag=1 multi=6.0000 len=1301	ERR011347_MEGAHIT_TaxVamb.7
k79_37390 flag=1 multi=4.0000 len=1296	ERR011347_MEGAHIT_TaxVamb.7
k79_63975 flag=1 multi=5.0000 len=1475	ERR011347_MEGAHIT_TaxVamb.7
k79_95445 flag=1 multi=5.0000 len=1298	ERR011347_MEGAHIT_TaxVamb.7
k79_63532 flag=1 multi=5.0000 len=1787	ERR011347_MEGAHIT_TaxVamb.7
k79_82399 flag=1 multi=4.0000 len=1183	ERR011347_MEGAHIT_TaxVamb.7
k79_56212 flag=1 multi=4.0000 len=1471	ERR011347_MEGAHIT_TaxVamb.7
k79_18151 flag=1 multi=5.0000 len=1528	ERR011347_MEGAHIT_TaxVamb.7
k79_38333 flag=1 multi=4.0000 len=1016	ERR011347_MEGAHIT_TaxVamb.7
k79_19927 flag=1 multi=5.0000 len=1289	ERR011347_MEGAHIT_TaxVamb.7
k79_69726 flag=1 multi=6.0000 len=1191	ERR011347_MEGAHIT_TaxVamb.7
k79_14302 flag=1 multi=5.0000 len=1705	ERR011347_MEGAHIT_TaxVamb.7
k79_78795 flag=1 multi=5.0000 len=1318	ERR011347_MEGAHIT_TaxVamb.7
k79_16378 flag=1 multi=5.0000 len=1410	ERR011347_MEGAHIT_TaxVamb.7
k79_9950 flag=1 multi=4.0000 len=1247	ERR011347_MEGAHIT_TaxVamb.7
k79_59788 flag=1 multi=5.0000 len=1310	ERR011347_MEGAHIT_TaxVamb.7
k79_23270 flag=1 multi=6.0000 len=1206	ERR011347_MEGAHIT_TaxVamb.7
k79_16553 flag=1 multi=5.0000 len=1451	ERR011347_MEGAHIT_TaxVamb.7
k79_40913 flag=1 multi=6.0000 len=2133	ERR011347_MEGAHIT_TaxVamb.7
k79_67136 flag=1 multi=4.0000 len=2128	ERR011347_MEGAHIT_TaxVamb.7
k79_78651 flag=1 multi=3.0000 len=1628	ERR011347_MEGAHIT_TaxVamb.7
k79_32772 flag=1 multi=4.0000 len=1112	ERR011347_MEGAHIT_TaxVamb.7
k79_38693 flag=1 multi=4.0000 len=1689	ERR011347_MEGAHIT_TaxVamb.7
k79_42063 flag=0 multi=5.0000 len=4754	ERR011347_MEGAHIT_TaxVamb.7
k79_44013 flag=1 multi=5.0000 len=3852	ERR011347_MEGAHIT_TaxVamb.7
k79_44529 flag=1 multi=4.0000 len=1038	ERR011347_MEGAHIT_TaxVamb.7
k79_76053 flag=1 multi=5.0000 len=1342	ERR011347_MEGAHIT_TaxVamb.7
k79_84968 flag=1 multi=5.0000 len=1507	ERR011347_MEGAHIT_TaxVamb.7
k79_73213 flag=1 multi=5.0000 len=2760	ERR011347_MEGAHIT_TaxVamb.7
k79_72953 flag=1 multi=4.0000 len=2161	ERR011347_MEGAHIT_TaxVamb.7
k79_92343 flag=1 multi=5.0000 len=1102	ERR011347_MEGAHIT_TaxVamb.7
k79_75673 flag=1 multi=5.0000 len=2499	ERR011347_MEGAHIT_TaxVamb.7
k79_51736 flag=1 multi=5.0000 len=3364	ERR011347_MEGAHIT_TaxVamb.7
k79_79317 flag=1 multi=6.0000 len=2529	ERR011347_MEGAHIT_TaxVamb.7
k79_92170 flag=1 multi=6.0000 len=1073	ERR011347_MEGAHIT_TaxVamb.7
k79_81687 flag=1 multi=6.0000 len=5370	ERR011347_MEGAHIT_TaxVamb.7
k79_72814 flag=1 multi=6.0000 len=2745	ERR011347_MEGAHIT_TaxVamb.7
k79_51131 flag=1 multi=4.0000 len=1061	ERR011347_MEGAHIT_TaxVamb.7
k79_12086 flag=1 multi=6.0000 len=2903	ERR011347_MEGAHIT_TaxVamb.7
k79_66180 flag=1 multi=4.0000 len=1256	ERR011347_MEGAHIT_TaxVamb.7
k79_45813 flag=1 multi=4.0000 len=1184	ERR011347_MEGAHIT_TaxVamb.7
k79_39969 flag=1 multi=6.0000 len=1564	ERR011347_MEGAHIT_TaxVamb.7
k79_95594 flag=1 multi=4.0000 len=1688	ERR011347_MEGAHIT_TaxVamb.7
k79_73298 flag=1 multi=5.0000 len=2141	ERR011347_MEGAHIT_TaxVamb.7
k79_95084 flag=1 multi=5.0000 len=2361	ERR011347_MEGAHIT_TaxVamb.7
k79_54806 flag=1 multi=5.0000 len=1251	ERR011347_MEGAHIT_TaxVamb.7
k79_36102 flag=1 multi=5.0000 len=1894	ERR011347_MEGAHIT_TaxVamb.7
k79_54091 flag=1 multi=6.0000 len=3722	ERR011347_MEGAHIT_TaxVamb.7
k79_40724 flag=1 multi=6.0000 len=1591	ERR011347_MEGAHIT_TaxVamb.7
k79_28249 flag=1 multi=5.0000 len=1945	ERR011347_MEGAHIT_TaxVamb.7
k79_25940 flag=1 multi=8.0000 len=1698	ERR011347_MEGAHIT_TaxVamb.7
k79_89292 flag=1 multi=3.0000 len=1638	ERR011347_MEGAHIT_TaxVamb.7
k79_38829 flag=1 multi=6.0000 len=2325	ERR011347_MEGAHIT_TaxVamb.7
k79_26840 flag=1 multi=4.0000 len=1108	ERR011347_MEGAHIT_TaxVamb.7
k79_16515 flag=1 multi=4.0000 len=1736	ERR011347_MEGAHIT_TaxVamb.7
k79_31965 flag=1 multi=6.0000 len=2259	ERR011347_MEGAHIT_TaxVamb.7
k79_48112 flag=1 multi=4.0000 len=1087	ERR011347_MEGAHIT_TaxVamb.7
k79_588 flag=1 multi=3.0000 len=1043	ERR011347_MEGAHIT_TaxVamb.7
k79_16228 flag=1 multi=5.0000 len=1421	ERR011347_MEGAHIT_TaxVamb.7
k79_24167 flag=1 multi=3.0000 len=1105	ERR011347_MEGAHIT_TaxVamb.7
k79_52656 flag=1 multi=6.0000 len=1062	ERR011347_MEGAHIT_TaxVamb.7
k79_31539 flag=1 multi=6.0000 len=1095	ERR011347_MEGAHIT_TaxVamb.7
k79_1500 flag=1 multi=5.0000 len=1022	ERR011347_MEGAHIT_TaxVamb.7
k79_37064 flag=1 multi=3.0000 len=1781	ERR011347_MEGAHIT_TaxVamb.7
k79_72126 flag=1 multi=5.0000 len=2216	ERR011347_MEGAHIT_TaxVamb.7
k79_9391 flag=1 multi=4.0000 len=1768	ERR011347_MEGAHIT_TaxVamb.7
k79_58055 flag=1 multi=4.0000 len=2559	ERR011347_MEGAHIT_TaxVamb.7
k79_58144 flag=1 multi=5.0000 len=1233	ERR011347_MEGAHIT_TaxVamb.7
k79_3418 flag=1 multi=6.0000 len=1113	ERR011347_MEGAHIT_TaxVamb.7
k79_61340 flag=1 multi=5.0000 len=3394	ERR011347_MEGAHIT_TaxVamb.7
k79_63047 flag=1 multi=5.0000 len=1977	ERR011347_MEGAHIT_TaxVamb.7
k79_94250 flag=1 multi=4.0000 len=1384	ERR011347_MEGAHIT_TaxVamb.7
k79_47110 flag=1 multi=7.0000 len=1155	ERR011347_MEGAHIT_TaxVamb.7
k79_16400 flag=1 multi=4.0000 len=1191	ERR011347_MEGAHIT_TaxVamb.7
k79_23237 flag=1 multi=4.0000 len=2795	ERR011347_MEGAHIT_TaxVamb.7
k79_85238 flag=1 multi=4.0000 len=1668	ERR011347_MEGAHIT_TaxVamb.7
k79_64620 flag=1 multi=7.0000 len=1628	ERR011347_MEGAHIT_TaxVamb.7
k79_74073 flag=1 multi=6.0000 len=1495	ERR011347_MEGAHIT_TaxVamb.7
k79_63831 flag=1 multi=6.0000 len=2478	ERR011347_MEGAHIT_TaxVamb.7
k79_9264 flag=1 multi=4.0000 len=2409	ERR011347_MEGAHIT_TaxVamb.7
k79_35809 flag=1 multi=4.0000 len=2803	ERR011347_MEGAHIT_TaxVamb.7
k79_28945 flag=1 multi=3.0000 len=1625	ERR011347_MEGAHIT_TaxVamb.7
k79_53943 flag=1 multi=5.0000 len=2033	ERR011347_MEGAHIT_TaxVamb.7
k79_30751 flag=1 multi=4.0000 len=1098	ERR011347_MEGAHIT_TaxVamb.7
k79_24376 flag=1 multi=4.0000 len=1741	ERR011347_MEGAHIT_TaxVamb.7
k79_43396 flag=1 multi=5.0000 len=1989	ERR011347_MEGAHIT_TaxVamb.7
k79_19029 flag=1 multi=5.0000 len=2455	ERR011347_MEGAHIT_TaxVamb.7
k79_57312 flag=1 multi=5.0000 len=2572	ERR011347_MEGAHIT_TaxVamb.7
k79_10776 flag=1 multi=4.0000 len=1082	ERR011347_MEGAHIT_TaxVamb.7
k79_23245 flag=1 multi=5.0000 len=2504	ERR011347_MEGAHIT_TaxVamb.7
k79_48665 flag=1 multi=5.0000 len=1261	ERR011347_MEGAHIT_TaxVamb.7
k79_58955 flag=1 multi=5.0000 len=1759	ERR011347_MEGAHIT_TaxVamb.7
k79_45474 flag=1 multi=5.0000 len=1557	ERR011347_MEGAHIT_TaxVamb.7
k79_38103 flag=1 multi=5.0000 len=2023	ERR011347_MEGAHIT_TaxVamb.7
k79_50460 flag=1 multi=6.0000 len=2498	ERR011347_MEGAHIT_TaxVamb.7
k79_44736 flag=1 multi=6.0000 len=6410	ERR011347_MEGAHIT_TaxVamb.7
k79_33037 flag=1 multi=5.0000 len=1147	ERR011347_MEGAHIT_TaxVamb.7
k79_71849 flag=1 multi=5.0000 len=1333	ERR011347_MEGAHIT_TaxVamb.7
k79_35574 flag=1 multi=5.0000 len=2967	ERR011347_MEGAHIT_TaxVamb.7
k79_11985 flag=1 multi=3.0000 len=1015	ERR011347_MEGAHIT_TaxVamb.7
k79_36042 flag=1 multi=6.0000 len=1349	ERR011347_MEGAHIT_TaxVamb.7
k79_37057 flag=1 multi=4.0000 len=2877	ERR011347_MEGAHIT_TaxVamb.7
k79_1889 flag=1 multi=4.0000 len=2602	ERR011347_MEGAHIT_TaxVamb.7
k79_9771 flag=1 multi=6.0000 len=1430	ERR011347_MEGAHIT_TaxVamb.7
k79_61844 flag=1 multi=4.0000 len=1128	ERR011347_MEGAHIT_TaxVamb.7
k79_24272 flag=1 multi=4.0000 len=1067	ERR011347_MEGAHIT_TaxVamb.7
k79_24631 flag=1 multi=4.0000 len=1234	ERR011347_MEGAHIT_TaxVamb.7
k79_8781 flag=1 multi=5.0000 len=3196	ERR011347_MEGAHIT_TaxVamb.7
k79_40834 flag=1 multi=4.0000 len=1018	ERR011347_MEGAHIT_TaxVamb.7
k79_91556 flag=1 multi=4.0000 len=1135	ERR011347_MEGAHIT_TaxVamb.7
k79_51742 flag=1 multi=4.0000 len=1702	ERR011347_MEGAHIT_TaxVamb.7
k79_8199 flag=1 multi=4.0000 len=1175	ERR011347_MEGAHIT_TaxVamb.7
k79_958 flag=1 multi=4.0000 len=3169	ERR011347_MEGAHIT_TaxVamb.7
k79_51031 flag=1 multi=4.0000 len=1010	ERR011347_MEGAHIT_TaxVamb.7
k79_64276 flag=1 multi=5.0000 len=2030	ERR011347_MEGAHIT_TaxVamb.7
k79_18029 flag=1 multi=9.0000 len=3577	ERR011347_MEGAHIT_TaxVamb.7
k79_28241 flag=1 multi=6.0000 len=1465	ERR011347_MEGAHIT_TaxVamb.7
k79_47794 flag=1 multi=5.0000 len=4455	ERR011347_MEGAHIT_TaxVamb.7
k79_7945 flag=1 multi=4.0000 len=1402	ERR011347_MEGAHIT_TaxVamb.7
k79_24215 flag=1 multi=6.0000 len=1132	ERR011347_MEGAHIT_TaxVamb.7
k79_11439 flag=1 multi=5.0000 len=1615	ERR011347_MEGAHIT_TaxVamb.7
k79_8768 flag=1 multi=5.0000 len=2199	ERR011347_MEGAHIT_TaxVamb.7
k79_47101 flag=1 multi=3.0000 len=2847	ERR011347_MEGAHIT_TaxVamb.7
k79_2056 flag=1 multi=5.0000 len=1131	ERR011347_MEGAHIT_TaxVamb.7
k79_16868 flag=1 multi=5.0000 len=1261	ERR011347_MEGAHIT_TaxVamb.7
k79_50066 flag=1 multi=5.0000 len=1511	ERR011347_MEGAHIT_TaxVamb.7
k79_20360 flag=1 multi=4.0000 len=1683	ERR011347_MEGAHIT_TaxVamb.7
k79_13886 flag=1 multi=4.0000 len=1643	ERR011347_MEGAHIT_TaxVamb.7
k79_22234 flag=1 multi=5.0000 len=1533	ERR011347_MEGAHIT_TaxVamb.7
k79_64776 flag=1 multi=4.0000 len=1661	ERR011347_MEGAHIT_TaxVamb.7
k79_90680 flag=1 multi=4.0000 len=3699	ERR011347_MEGAHIT_TaxVamb.7
k79_5777 flag=1 multi=4.0000 len=1746	ERR011347_MEGAHIT_TaxVamb.7
k79_36886 flag=1 multi=6.0000 len=6338	ERR011347_MEGAHIT_TaxVamb.7
k79_46600 flag=1 multi=5.0000 len=1120	ERR011347_MEGAHIT_TaxVamb.7
k79_45752 flag=1 multi=7.0000 len=4239	ERR011347_MEGAHIT_TaxVamb.7
k79_75335 flag=1 multi=6.0000 len=1082	ERR011347_MEGAHIT_TaxVamb.7
k79_92567 flag=1 multi=4.0000 len=1352	ERR011347_MEGAHIT_TaxVamb.7
k79_37499 flag=1 multi=6.0000 len=2224	ERR011347_MEGAHIT_TaxVamb.7
k79_36613 flag=1 multi=6.0000 len=4556	ERR011347_MEGAHIT_TaxVamb.7
k79_17616 flag=1 multi=4.0000 len=1465	ERR011347_MEGAHIT_TaxVamb.7
k79_71512 flag=1 multi=4.0000 len=1573	ERR011347_MEGAHIT_TaxVamb.7
k79_16374 flag=1 multi=4.0000 len=3358	ERR011347_MEGAHIT_TaxVamb.7
k79_62765 flag=1 multi=6.0000 len=1330	ERR011347_MEGAHIT_TaxVamb.7
k79_73952 flag=1 multi=6.0000 len=1532	ERR011347_MEGAHIT_TaxVamb.7
k79_91982 flag=1 multi=5.0000 len=2059	ERR011347_MEGAHIT_TaxVamb.7
k79_88008 flag=1 multi=4.0000 len=2345	ERR011347_MEGAHIT_TaxVamb.7
k79_29580 flag=1 multi=5.0000 len=1749	ERR011347_MEGAHIT_TaxVamb.7
k79_21709 flag=1 multi=4.0000 len=1566	ERR011347_MEGAHIT_TaxVamb.7
k79_71450 flag=1 multi=5.0000 len=1675	ERR011347_MEGAHIT_TaxVamb.7
k79_34610 flag=1 multi=4.0000 len=1527	ERR011347_MEGAHIT_TaxVamb.7
k79_56710 flag=1 multi=5.0000 len=1055	ERR011347_MEGAHIT_TaxVamb.7
k79_48105 flag=1 multi=5.0000 len=1846	ERR011347_MEGAHIT_TaxVamb.7
k79_23760 flag=1 multi=5.0000 len=4272	ERR011347_MEGAHIT_TaxVamb.7
k79_73512 flag=1 multi=5.0000 len=2123	ERR011347_MEGAHIT_TaxVamb.7
k79_33045 flag=1 multi=5.0000 len=1267	ERR011347_MEGAHIT_TaxVamb.7
k79_13069 flag=1 multi=6.0000 len=1326	ERR011347_MEGAHIT_TaxVamb.7
k79_57318 flag=1 multi=6.0000 len=1685	ERR011347_MEGAHIT_TaxVamb.7
k79_23917 flag=1 multi=5.0000 len=2049	ERR011347_MEGAHIT_TaxVamb.7
k79_91098 flag=1 multi=5.0000 len=1195	ERR011347_MEGAHIT_TaxVamb.7
k79_13612 flag=1 multi=4.0000 len=2132	ERR011347_MEGAHIT_TaxVamb.7
k79_18599 flag=1 multi=6.0000 len=1385	ERR011347_MEGAHIT_TaxVamb.7
k79_40344 flag=1 multi=4.0000 len=1283	ERR011347_MEGAHIT_TaxVamb.7
k79_10799 flag=1 multi=4.0000 len=1264	ERR011347_MEGAHIT_TaxVamb.7
k79_60929 flag=1 multi=4.0000 len=1693	ERR011347_MEGAHIT_TaxVamb.7
k79_6479 flag=1 multi=4.0000 len=1164	ERR011347_MEGAHIT_TaxVamb.7
k79_44269 flag=1 multi=5.0000 len=1694	ERR011347_MEGAHIT_TaxVamb.7
k79_9783 flag=1 multi=5.0000 len=1955	ERR011347_MEGAHIT_TaxVamb.7
k79_7017 flag=1 multi=4.0000 len=1844	ERR011347_MEGAHIT_TaxVamb.7
k79_69510 flag=1 multi=5.0000 len=1794	ERR011347_MEGAHIT_TaxVamb.7
k79_34475 flag=1 multi=5.0000 len=1028	ERR011347_MEGAHIT_TaxVamb.7
k79_43990 flag=1 multi=4.0000 len=1359	ERR011347_MEGAHIT_TaxVamb.7
k79_36069 flag=1 multi=4.0000 len=1836	ERR011347_MEGAHIT_TaxVamb.7
k79_26790 flag=1 multi=7.0000 len=1896	ERR011347_MEGAHIT_TaxVamb.7
k79_22865 flag=1 multi=5.0000 len=2558	ERR011347_MEGAHIT_TaxVamb.7
k79_49979 flag=1 multi=4.0000 len=1046	ERR011347_MEGAHIT_TaxVamb.7
k79_13868 flag=1 multi=5.0000 len=1727	ERR011347_MEGAHIT_TaxVamb.7
k79_70675 flag=1 multi=5.0000 len=1251	ERR011347_MEGAHIT_TaxVamb.7
k79_22808 flag=1 multi=4.0000 len=1111	ERR011347_MEGAHIT_TaxVamb.7
k79_74967 flag=1 multi=4.0000 len=2108	ERR011347_MEGAHIT_TaxVamb.7
k79_18349 flag=1 multi=6.0000 len=2477	ERR011347_MEGAHIT_TaxVamb.7
k79_48175 flag=1 multi=4.0000 len=1090	ERR011347_MEGAHIT_TaxVamb.7
k79_35307 flag=1 multi=6.0000 len=1486	ERR011347_MEGAHIT_TaxVamb.7
k79_84631 flag=1 multi=4.0000 len=2130	ERR011347_MEGAHIT_TaxVamb.7
k79_77053 flag=1 multi=5.0000 len=2041	ERR011347_MEGAHIT_TaxVamb.7
k79_39681 flag=1 multi=6.0000 len=1536	ERR011347_MEGAHIT_TaxVamb.7
k79_65871 flag=1 multi=5.0000 len=1253	ERR011347_MEGAHIT_TaxVamb.7
k79_32663 flag=1 multi=5.0000 len=1449	ERR011347_MEGAHIT_TaxVamb.7
k79_51523 flag=1 multi=4.0000 len=2714	ERR011347_MEGAHIT_TaxVamb.7
k79_12570 flag=1 multi=4.0000 len=1782	ERR011347_MEGAHIT_TaxVamb.7
k79_37126 flag=1 multi=5.0000 len=2559	ERR011347_MEGAHIT_TaxVamb.7
k79_17592 flag=1 multi=5.0000 len=1345	ERR011347_MEGAHIT_TaxVamb.7
k79_75408 flag=1 multi=5.0000 len=1152	ERR011347_MEGAHIT_TaxVamb.7
k79_29805 flag=1 multi=5.0000 len=1592	ERR011347_MEGAHIT_TaxVamb.7
k79_77113 flag=1 multi=4.0000 len=2053	ERR011347_MEGAHIT_TaxVamb.7
k79_6897 flag=1 multi=4.0000 len=2782	ERR011347_MEGAHIT_TaxVamb.7
k79_52403 flag=1 multi=5.0000 len=3373	ERR011347_MEGAHIT_TaxVamb.7
k79_78968 flag=1 multi=5.0000 len=1146	ERR011347_MEGAHIT_TaxVamb.7
k79_3420 flag=1 multi=5.0000 len=1389	ERR011347_MEGAHIT_TaxVamb.7
k79_80458 flag=1 multi=5.0000 len=3830	ERR011347_MEGAHIT_TaxVamb.7
k79_8887 flag=1 multi=5.0000 len=1240	ERR011347_MEGAHIT_TaxVamb.7
k79_73410 flag=1 multi=4.0000 len=1053	ERR011347_MEGAHIT_TaxVamb.7
k79_17631 flag=1 multi=5.0000 len=1601	ERR011347_MEGAHIT_TaxVamb.7
k79_17956 flag=1 multi=4.0000 len=1340	ERR011347_MEGAHIT_TaxVamb.7
k79_72180 flag=1 multi=4.0000 len=1013	ERR011347_MEGAHIT_TaxVamb.7
k79_45100 flag=1 multi=5.0000 len=4881	ERR011347_MEGAHIT_TaxVamb.7
k79_74940 flag=1 multi=5.0000 len=2751	ERR011347_MEGAHIT_TaxVamb.7
k79_82167 flag=1 multi=4.0000 len=1224	ERR011347_MEGAHIT_TaxVamb.7
k79_22693 flag=1 multi=4.0000 len=1180	ERR011347_MEGAHIT_TaxVamb.7
k79_61046 flag=1 multi=4.0000 len=1304	ERR011347_MEGAHIT_TaxVamb.7
k79_9745 flag=1 multi=4.0000 len=1896	ERR011347_MEGAHIT_TaxVamb.7
k79_39061 flag=1 multi=5.0000 len=1058	ERR011347_MEGAHIT_TaxVamb.7
k79_94580 flag=1 multi=4.0000 len=2544	ERR011347_MEGAHIT_TaxVamb.7
k79_49518 flag=1 multi=4.0000 len=1669	ERR011347_MEGAHIT_TaxVamb.7
k79_14613 flag=1 multi=5.0000 len=1417	ERR011347_MEGAHIT_TaxVamb.7
k79_24930 flag=1 multi=6.0000 len=2876	ERR011347_MEGAHIT_TaxVamb.7
k79_42624 flag=1 multi=5.0000 len=1915	ERR011347_MEGAHIT_TaxVamb.7
k79_83106 flag=1 multi=5.0000 len=1134	ERR011347_MEGAHIT_TaxVamb.7
k79_77795 flag=1 multi=4.0000 len=1046	ERR011347_MEGAHIT_TaxVamb.7
k79_85555 flag=1 multi=4.0000 len=2918	ERR011347_MEGAHIT_TaxVamb.7
k79_60263 flag=1 multi=5.0000 len=1798	ERR011347_MEGAHIT_TaxVamb.7
k79_6755 flag=1 multi=6.0000 len=1590	ERR011347_MEGAHIT_TaxVamb.7
k79_14919 flag=1 multi=4.0000 len=3272	ERR011347_MEGAHIT_TaxVamb.7
k79_74975 flag=1 multi=7.0000 len=1563	ERR011347_MEGAHIT_TaxVamb.7
k79_2028 flag=1 multi=6.0000 len=2391	ERR011347_MEGAHIT_TaxVamb.7
k79_5245 flag=1 multi=5.0000 len=2201	ERR011347_MEGAHIT_TaxVamb.7
k79_56527 flag=1 multi=4.2905 len=5707	ERR011347_MEGAHIT_TaxVamb.7
k79_46127 flag=1 multi=5.0000 len=4404	ERR011347_MEGAHIT_TaxVamb.7
k79_66030 flag=1 multi=3.0000 len=1113	ERR011347_MEGAHIT_TaxVamb.7
k79_9259 flag=1 multi=4.0000 len=1919	ERR011347_MEGAHIT_TaxVamb.7
k79_59369 flag=1 multi=3.0000 len=1869	ERR011347_MEGAHIT_TaxVamb.7
k79_91992 flag=1 multi=5.0000 len=1471	ERR011347_MEGAHIT_TaxVamb.7
k79_22314 flag=1 multi=6.0000 len=1064	ERR011347_MEGAHIT_TaxVamb.7
k79_49095 flag=1 multi=5.0000 len=1406	ERR011347_MEGAHIT_TaxVamb.7
k79_77944 flag=1 multi=7.0000 len=1845	ERR011347_MEGAHIT_TaxVamb.7
k79_26053 flag=1 multi=4.0000 len=1476	ERR011347_MEGAHIT_TaxVamb.7
k79_66063 flag=1 multi=6.0000 len=1067	ERR011347_MEGAHIT_TaxVamb.7
k79_70760 flag=1 multi=4.0000 len=1384	ERR011347_MEGAHIT_TaxVamb.7
k79_22745 flag=1 multi=4.0000 len=1420	ERR011347_MEGAHIT_TaxVamb.7
k79_14277 flag=1 multi=3.0000 len=1050	ERR011347_MEGAHIT_TaxVamb.7
k79_4680 flag=1 multi=5.0000 len=1169	ERR011347_MEGAHIT_TaxVamb.7
k79_50930 flag=1 multi=4.0000 len=1041	ERR011347_MEGAHIT_TaxVamb.7
k79_34826 flag=1 multi=5.0000 len=1973	ERR011347_MEGAHIT_TaxVamb.7
k79_39405 flag=1 multi=5.0000 len=1750	ERR011347_MEGAHIT_TaxVamb.7
k79_31319 flag=1 multi=5.0000 len=1904	ERR011347_MEGAHIT_TaxVamb.7
k79_66586 flag=1 multi=4.0000 len=1698	ERR011347_MEGAHIT_TaxVamb.7
k79_62105 flag=1 multi=4.0000 len=1200	ERR011347_MEGAHIT_TaxVamb.7
k79_46880 flag=1 multi=4.0000 len=1047	ERR011347_MEGAHIT_TaxVamb.7
k79_51808 flag=1 multi=6.0000 len=1917	ERR011347_MEGAHIT_TaxVamb.7
k79_76696 flag=1 multi=6.0000 len=1026	ERR011347_MEGAHIT_TaxVamb.7
k79_93107 flag=1 multi=5.0000 len=1237	ERR011347_MEGAHIT_TaxVamb.7
k79_69957 flag=1 multi=6.0000 len=2394	ERR011347_MEGAHIT_TaxVamb.7
k79_76403 flag=1 multi=4.0000 len=3369	ERR011347_MEGAHIT_TaxVamb.7
k79_47584 flag=1 multi=3.0000 len=1257	ERR011347_MEGAHIT_TaxVamb.7
k79_67556 flag=1 multi=5.0000 len=2193	ERR011347_MEGAHIT_TaxVamb.7
k79_68709 flag=1 multi=4.0000 len=1040	ERR011347_MEGAHIT_TaxVamb.7
k79_59635 flag=1 multi=6.0000 len=7977	ERR011347_MEGAHIT_TaxVamb.7
k79_73565 flag=1 multi=5.0000 len=2341	ERR011347_MEGAHIT_TaxVamb.7
